20013442,30.82,13.43,1.87,-0.08,0.59,0.59,-0.09,0.59,0.68,0.01,0.24,0.07,0.25,0.25,-0.03,6.00,5.61,6.00,0.51,6.80,0.51
20013811,0.00,0.01,0.01,0.68,0.68,0.68,0.65,0.68,0.68,0.14,0.14,0.03,-0.25,0.15,0.25,6.00,6.00,0.50,3.86,6.80,6.80
20014318,3.42,0.53,0.29,0.68,0.68,0.68,0.56,0.57,0.57,0.11,0.11,0.12,-0.25,-0.25,-0.25,6.00,4.05,4.05,6.17,6.80,6.80
20014540,1.01,1.91,0.47,0.68,0.68,0.68,0.60,0.47,0.16,-0.25,-0.25,-0.22,-0.25,-0.25,-0.25,2.24,0.59,2.39,0.97,0.95,1.96
20014765,13.59,11.03,3.70,-0.68,-0.68,-0.68,0.37,0.68,0.68,0.25,0.25,0.25,0.25,-0.16,-0.13,0.50,0.50,0.50,3.18,1.73,1.82
20015582,0.25,2.19,0.52,0.65,0.67,0.53,0.65,0.67,0.68,-0.10,-0.08,-0.09,0.23,0.25,0.20,0.67,0.53,0.50,0.51,0.51,0.53
20015594,0.24,0.72,0.06,0.54,0.55,0.68,0.63,0.64,0.68,-0.25,-0.25,0.04,0.25,0.25,-0.08,6.00,6.00,1.21,1.09,2.08,6.80
20017903,0.21,0.66,0.24,0.62,0.60,0.40,0.68,0.68,0.68,0.21,0.25,0.06,0.25,0.25,0.25,1.68,1.30,6.00,0.51,0.51,0.54
20018335,14.71,70.75,5.37,-0.08,-0.09,-0.08,-0.08,-0.08,-0.08,-0.25,-0.07,-0.25,0.25,0.25,0.25,2.55,6.00,6.00,0.51,0.51,0.51
20018485,0.89,3.00,0.16,0.58,0.58,0.45,0.68,0.68,0.68,-0.25,-0.25,-0.25,-0.02,0.01,-0.01,1.00,1.07,0.59,0.51,0.51,0.62
20018532,6.12,125.45,0.79,0.45,-0.09,0.44,0.68,-0.59,0.68,-0.21,0.25,-0.23,-0.25,-0.13,-0.25,4.30,6.00,6.00,0.51,0.51,0.95
20018553,3.33,8.69,1.74,0.60,0.60,0.48,0.60,0.60,0.68,0.03,0.02,0.05,0.25,0.25,0.25,6.00,6.00,6.00,2.72,6.53,0.71
20019979,14.47,10.16,1.70,0.68,0.68,0.68,0.68,0.66,0.68,0.25,0.25,0.25,-0.02,-0.02,0.06,1.96,2.21,1.35,1.17,1.33,1.89
20020013,29.42,2.71,1.59,-0.42,0.60,0.42,-0.25,0.43,0.60,0.12,0.03,0.16,0.19,0.11,-0.23,6.00,6.00,5.65,0.51,6.80,6.80
20020274,1.40,3.04,140636.20,0.68,0.68,-0.08,0.52,0.53,-0.60,0.25,0.25,0.04,0.11,0.13,0.25,5.81,6.00,6.00,0.51,0.60,0.51
20020296,6.38,11.74,70.10,0.68,0.68,-0.68,0.55,0.58,-0.68,0.25,0.25,0.25,-0.14,-0.06,0.25,6.00,5.64,0.50,0.51,0.51,0.51
20020703,0.21,2.77,1.36,0.68,0.68,0.63,0.51,0.53,0.68,-0.18,0.23,0.01,0.11,0.25,0.16,0.83,6.00,6.00,0.65,1.47,0.70
20021510,0.31,5.00,4.30,0.58,0.57,0.09,0.68,0.68,-0.09,0.03,-0.20,0.25,0.24,0.25,0.03,6.00,6.00,6.00,2.02,0.51,0.51
20022318,1.71,1.78,0.27,0.59,0.60,0.68,0.59,0.60,-0.68,-0.14,-0.14,0.13,-0.25,-0.25,-0.25,3.94,3.60,0.50,6.80,6.80,4.63
20023078,0.01,0.07,0.20,0.61,0.63,0.50,0.68,0.68,0.68,0.24,0.25,0.01,0.23,0.25,0.21,0.50,0.50,0.50,0.51,0.51,0.59
20023548,0.37,0.70,0.57,0.61,0.65,0.52,0.65,0.62,0.35,0.00,-0.05,-0.03,0.25,0.24,0.09,3.67,6.00,5.88,0.70,1.52,6.80
20023574,0.07,0.62,0.31,0.47,0.48,0.38,0.68,0.66,0.68,-0.11,-0.12,-0.12,0.18,0.25,0.25,6.00,6.00,6.00,0.82,0.51,0.51
20023721,4.03,88.48,4.33,0.51,-0.25,0.10,0.56,-0.59,0.60,-0.05,0.03,-0.00,-0.18,0.25,-0.25,6.00,6.00,5.81,0.52,0.51,0.51
20024266,0.58,1.33,0.90,0.49,0.50,0.35,0.67,0.68,0.68,-0.14,-0.24,-0.25,0.05,0.12,0.15,0.77,4.89,6.00,0.51,0.51,0.56
20061886,0.14,0.37,0.22,0.68,0.68,0.58,0.68,0.68,0.68,0.17,0.23,-0.02,0.10,0.14,0.25,6.00,0.90,6.00,2.40,0.72,5.54
20061896,18.42,19.42,10.65,-0.64,-0.60,-0.68,0.68,0.68,0.68,0.25,0.25,0.18,-0.25,-0.25,-0.25,0.50,0.50,0.50,1.38,1.35,1.20
20062104,1.79,66.98,2.30,0.68,-0.68,0.61,0.68,-0.68,0.68,-0.05,0.25,-0.16,0.21,-0.25,0.12,3.96,0.50,0.50,0.51,0.51,0.58
20063724,0.24,1.04,0.32,0.50,0.49,0.34,0.68,0.68,0.68,0.17,0.16,0.05,0.08,0.20,0.04,6.00,6.00,6.00,0.51,0.51,0.75
20064600,0.51,0.88,0.44,0.63,0.63,0.54,0.68,0.68,0.68,0.06,0.10,-0.02,-0.18,-0.16,-0.14,0.50,0.50,0.50,0.51,0.51,0.51
20064672,0.01,0.10,0.05,0.47,0.47,0.34,0.68,0.68,0.68,0.25,0.25,0.25,0.21,0.25,-0.25,6.00,6.00,6.00,0.78,0.78,6.80
20064845,4.46,21.02,1.86,0.45,0.44,0.43,0.68,0.64,0.68,-0.25,-0.25,-0.25,-0.02,0.15,-0.12,6.00,6.00,6.00,0.51,0.51,0.60
20065423,15.76,35.95,3.40,-0.08,-0.59,0.57,-0.08,-0.08,0.68,-0.25,0.25,-0.25,0.25,0.09,0.25,3.04,6.00,6.00,0.51,0.51,0.51
20065688,8.21,7.14,38.85,0.47,-0.08,-0.08,0.68,-0.09,-0.09,0.25,0.03,0.05,-0.05,-0.03,0.23,0.50,6.00,6.00,0.51,0.51,0.51
20066475,0.01,0.17,0.10,0.53,0.56,0.48,0.61,0.63,0.68,0.05,0.06,0.02,-0.25,-0.25,-0.25,1.56,1.36,6.00,0.59,0.60,1.77
20066963,2.06,2.29,0.84,0.56,0.56,0.41,0.68,0.68,0.68,-0.01,-0.02,-0.15,0.10,0.14,0.02,6.00,6.00,6.00,0.51,0.62,1.98
20067237,0.52,0.47,0.36,0.68,0.68,0.68,0.68,0.68,0.68,-0.25,-0.25,-0.25,0.25,0.25,0.25,0.50,0.50,0.50,6.80,6.80,6.80
20068002,226.15,2.43,2.01,-0.26,0.61,0.46,-0.60,0.68,0.68,0.20,0.21,-0.25,0.23,-0.25,-0.25,5.68,6.00,6.00,0.51,0.67,0.61
20070204,39.79,13.43,13.73,-0.68,-0.09,-0.68,-0.68,-0.09,-0.68,-0.25,0.25,-0.25,0.25,0.25,-0.25,0.50,2.87,0.50,0.51,0.51,0.51
20074848,0.39,0.49,1.75,0.64,0.67,0.42,0.68,0.66,0.68,-0.19,-0.08,-0.25,0.25,0.25,0.25,6.00,5.57,6.00,5.59,6.80,1.90
20075212,0.99,2.86,0.56,0.54,0.60,0.43,0.57,0.60,0.60,-0.25,-0.25,-0.25,-0.21,-0.25,-0.25,6.00,4.54,4.26,0.94,6.80,6.80
20075965,2.93,17.37,1.67,0.42,-0.68,0.24,0.68,-0.68,0.68,0.25,0.25,0.21,0.25,-0.25,0.25,0.50,0.50,0.50,1.05,0.51,0.99
20076923,1.25,1.60,4.44,0.44,0.43,-0.08,0.68,0.68,-0.08,0.25,0.25,0.02,0.21,0.19,0.25,6.00,0.71,6.00,0.51,0.51,0.51
20077838,7.07,24.33,2.59,0.30,-0.55,0.24,0.65,-0.68,0.68,-0.05,-0.25,-0.11,0.11,-0.25,0.03,6.00,0.50,6.00,1.07,0.51,1.27
20077905,0.34,0.37,0.14,0.54,0.60,0.43,0.67,0.68,0.68,-0.05,-0.06,-0.09,0.25,0.25,0.25,6.00,6.00,6.00,3.66,5.79,6.34
20079312,3.36,1.79,2.34,-0.42,0.42,-0.08,-0.15,0.60,-0.08,0.09,0.01,0.25,0.25,0.25,-0.04,0.50,3.57,6.00,1.66,6.80,0.51
20079701,4.44,4.76,0.98,-0.36,0.17,0.21,0.68,0.68,0.68,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.50,0.50,0.50,2.80,2.37,2.35
20079906,0.06,1.47,1.17,0.68,0.68,0.68,0.63,0.67,0.68,0.25,0.25,0.25,-0.02,-0.02,-0.21,6.00,6.00,6.00,2.18,0.69,0.58
20080503,1.41,6.63,1.50,0.61,0.62,0.46,0.57,0.60,0.68,0.10,0.15,0.09,0.25,0.25,0.14,1.14,6.00,6.00,0.51,0.51,0.51
20080504,4.82,3.62,0.24,0.61,0.68,0.60,0.68,0.57,0.60,-0.25,-0.22,-0.13,-0.25,-0.25,-0.06,2.10,6.00,3.63,2.15,1.37,6.80
20080574,10.00,4.07,1.38,0.62,0.68,0.59,0.46,0.53,0.59,-0.25,-0.15,-0.25,0.25,0.25,0.25,6.00,6.00,4.44,0.51,0.79,6.80
20081251,0.01,0.02,0.01,0.68,0.68,0.57,0.62,0.64,0.68,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.50,0.63,0.59,0.58
20081374,0.10,0.18,0.31,0.68,0.68,0.68,0.68,0.68,0.68,0.25,0.25,-0.11,0.25,0.25,-0.25,0.50,0.50,4.37,0.65,0.68,6.80
20081380,2.24,1.40,0.57,0.68,0.68,0.65,0.61,0.63,0.68,0.25,-0.03,-0.23,-0.18,-0.04,-0.13,6.00,6.00,6.00,1.62,0.51,0.51
20084291,4.61,5.77,1.48,0.59,0.43,0.37,0.61,0.60,0.68,0.14,0.15,0.14,0.10,0.25,0.11,6.00,4.70,6.00,2.49,6.80,1.10
20085303,0.51,1.13,1.38,0.67,0.60,0.60,0.63,0.60,0.59,-0.25,0.25,0.25,0.09,-0.25,-0.25,6.00,3.66,4.73,1.66,6.80,6.80
20085333,0.44,1.29,0.15,0.68,0.68,0.59,0.61,0.65,0.68,-0.19,-0.15,-0.03,-0.15,-0.06,0.04,1.24,6.00,6.00,0.67,0.62,0.72
20085348,0.04,0.76,0.12,0.59,0.60,0.42,0.55,0.57,0.59,-0.04,-0.11,-0.01,-0.23,-0.25,-0.25,6.00,6.00,4.89,0.51,0.51,6.80
20086196,2.14,0.95,0.19,0.60,0.60,0.68,0.59,0.59,-0.68,-0.25,-0.25,-0.25,-0.16,-0.13,-0.03,3.76,3.87,0.50,6.80,6.80,2.91
20086198,0.25,2.99,0.81,0.42,0.43,0.39,0.59,0.60,0.68,-0.02,0.07,-0.25,0.25,0.25,0.25,4.53,5.27,6.00,6.80,6.80,0.51
20088325,0.07,0.28,0.50,0.68,0.68,0.62,0.63,0.63,0.68,0.25,0.25,-0.08,-0.25,-0.25,-0.25,6.00,6.00,6.00,0.51,0.51,0.51
20088769,17.63,15.59,3.58,0.49,0.41,0.38,0.68,0.68,0.68,0.17,0.03,0.10,-0.25,-0.25,-0.25,3.09,0.50,2.04,0.70,0.92,0.94
20089188,0.05,0.19,0.12,0.54,0.56,0.45,0.49,0.51,0.68,0.21,0.25,0.21,-0.16,-0.16,-0.25,1.34,1.27,4.85,0.51,0.51,0.53
20089909,0.07,0.18,0.08,0.56,0.57,0.45,0.67,0.68,0.68,-0.03,0.05,-0.06,-0.20,-0.21,-0.24,3.16,3.01,6.00,0.59,0.51,1.00
20090046,0.96,3.59,0.58,0.42,0.42,0.33,0.60,0.60,0.68,0.25,0.25,0.21,-0.25,-0.25,-0.23,3.72,4.50,6.00,6.80,6.80,2.65
20025034,0.97,1.57,4.17,0.57,0.59,0.22,0.68,0.59,0.68,-0.25,-0.25,0.25,0.23,0.25,0.21,6.00,4.18,1.95,1.23,6.80,0.51
20025049,1.39,2.43,0.72,0.59,0.60,0.49,0.60,0.58,0.68,-0.25,-0.25,-0.25,-0.13,-0.15,-0.15,1.70,2.56,2.72,0.51,0.51,0.51
20025151,0.05,0.17,0.64,0.52,0.53,0.35,0.61,0.63,0.68,-0.15,-0.15,-0.25,-0.06,0.17,0.25,0.73,0.91,4.86,0.51,0.51,2.28
20027570,0.27,0.95,0.30,0.62,0.64,0.59,0.54,0.52,0.60,-0.20,-0.12,-0.25,-0.19,-0.23,-0.25,6.00,6.00,4.31,0.51,0.51,6.80
20027578,0.40,0.66,0.96,0.68,0.68,0.68,0.46,0.46,0.64,0.25,0.25,0.25,-0.14,-0.18,-0.25,5.33,5.34,0.50,6.80,6.80,1.62
20028062,0.88,2.66,5.79,0.68,0.68,-0.43,0.54,0.55,-0.08,0.24,0.16,0.02,0.03,0.03,-0.25,0.64,6.00,6.00,0.58,0.51,0.51
20029886,224.98,16.76,3.27,-0.68,-0.59,0.58,-0.16,0.09,0.68,0.25,-0.25,-0.25,-0.25,-0.13,0.25,0.50,3.96,2.80,0.51,0.51,0.51
20031094,0.06,0.81,0.18,0.68,0.68,0.56,0.68,0.68,0.68,-0.03,-0.03,-0.25,-0.22,-0.25,0.25,6.00,6.00,6.00,0.51,0.51,0.51
20031597,0.19,0.64,0.11,0.68,0.68,0.68,0.68,0.68,0.68,0.16,0.25,0.25,-0.02,0.13,0.19,6.00,6.00,3.22,6.80,6.80,6.80
20032608,18.84,21.64,3.53,0.60,0.59,0.61,0.68,0.68,0.68,-0.16,-0.23,-0.22,-0.13,-0.04,-0.23,6.00,2.29,6.00,0.97,0.51,1.11
20034562,0.01,0.03,0.05,0.56,0.54,0.36,0.68,0.68,0.68,0.22,0.25,0.18,0.25,0.25,0.25,0.51,0.53,1.16,0.60,0.58,0.62
20034596,0.16,0.61,0.13,0.68,0.68,0.68,0.68,0.68,-0.68,0.10,0.06,0.09,-0.25,-0.07,-0.25,6.00,6.00,0.50,4.77,2.51,6.80
20035280,0.38,1.43,0.55,0.68,0.68,0.55,0.68,0.68,0.68,0.25,0.25,0.08,0.25,0.25,0.25,0.58,0.50,0.50,0.51,0.51,0.51
20035385,0.49,3.63,1.81,0.68,0.68,0.57,0.68,0.68,0.68,-0.00,-0.01,-0.18,0.25,0.25,0.19,5.67,6.00,6.00,0.51,0.51,0.51
20035592,0.04,0.05,0.04,0.68,0.68,0.63,0.68,0.68,0.68,-0.07,-0.13,-0.25,0.23,0.25,0.11,0.51,6.00,0.50,0.51,0.51,0.54
20036088,1.35,4.48,30.93,0.68,0.68,-0.68,0.68,0.68,-0.68,-0.17,-0.07,0.25,0.25,0.25,-0.25,6.00,6.00,0.50,1.02,1.18,0.51
20036289,0.06,0.04,0.04,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,0.25,0.12,0.10,0.25,0.25,0.25,0.50,0.50,0.50,4.46,4.39,4.30
20036949,0.01,0.21,0.04,0.57,0.57,0.45,0.66,0.67,0.68,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.57,0.60,1.11,0.54,0.51,0.51
20037056,185.84,88.20,7.91,0.68,0.07,0.09,-0.21,0.68,-0.60,0.00,-0.00,-0.06,-0.00,-0.00,-0.25,0.50,0.50,6.00,6.80,6.80,0.51
20038654,6.74,110.05,2.20,0.40,-0.09,-0.68,0.68,-0.59,0.42,0.25,-0.25,0.25,0.25,-0.25,0.25,5.35,6.00,0.50,6.80,0.57,2.34
20040746,17.09,450.80,1.93,0.42,-0.68,0.42,0.26,-0.68,0.60,-0.25,0.25,-0.25,-0.21,0.25,-0.19,5.99,0.50,4.00,4.85,0.51,6.80
20042097,3.54,12.48,2.84,0.68,-0.08,0.62,0.68,-0.09,0.68,-0.25,0.25,-0.25,0.10,-0.02,-0.18,6.00,6.00,6.00,1.18,0.51,0.51
20042763,6.78,3.03,0.54,0.68,0.68,0.68,-0.68,-0.68,-0.68,0.25,0.25,0.25,-0.25,-0.25,-0.25,0.50,0.50,0.50,4.63,4.67,4.71
20042768,2.34,2.58,0.53,0.68,0.68,0.45,0.68,0.68,0.68,0.25,0.25,0.23,0.25,0.25,0.25,6.00,6.00,6.00,0.64,1.20,6.80
20042863,0.56,3.65,0.74,0.62,0.63,0.48,0.65,0.63,0.68,0.25,0.25,0.25,0.17,0.24,0.17,1.98,2.43,4.77,0.51,0.51,0.51
20043338,4.58,3.91,0.97,0.62,0.63,0.56,0.68,0.68,0.68,-0.13,-0.24,-0.25,0.06,0.01,0.09,6.00,6.00,6.00,0.51,0.51,1.49
20043798,0.19,0.77,0.84,0.64,0.65,0.47,0.68,0.68,0.68,0.08,0.13,0.19,0.06,0.10,0.20,6.00,6.00,6.00,2.13,2.60,3.55
20044451,1.02,0.91,0.83,0.52,0.53,0.29,0.63,0.61,0.68,0.25,0.25,0.25,-0.15,-0.15,-0.25,6.00,5.41,6.00,5.18,6.80,5.76
20045636,0.09,0.17,0.07,0.68,0.68,0.60,0.66,0.64,0.68,-0.23,-0.24,-0.19,0.22,0.25,0.25,0.50,0.50,6.00,0.69,0.75,4.50
20045832,0.49,2.87,9.11,0.62,0.64,-0.60,0.68,0.68,-0.08,0.25,0.23,0.25,0.13,0.21,-0.08,1.77,6.00,6.00,0.54,0.51,0.51
20046811,0.22,0.61,0.10,0.45,0.48,0.36,0.54,0.55,0.68,0.19,0.20,0.10,0.25,0.25,0.25,0.50,0.50,6.00,0.63,0.61,2.24
20046874,6.59,2.65,12.67,0.63,0.61,-0.68,0.61,0.55,-0.68,0.01,-0.03,0.25,-0.25,-0.23,0.25,6.00,6.00,0.50,0.80,1.39,0.51
20047297,0.07,0.17,0.05,0.55,0.65,0.50,0.68,0.62,0.68,-0.18,-0.25,-0.21,-0.25,-0.25,-0.25,6.00,6.00,6.00,3.44,3.11,3.76
20047677,0.00,0.00,0.00,0.43,0.42,0.31,0.60,0.60,0.68,-0.04,-0.03,-0.06,-0.25,-0.25,-0.25,4.18,4.13,6.00,6.80,6.80,6.80
20047808,0.13,0.40,0.45,0.42,0.43,0.28,0.60,0.60,0.68,0.25,0.25,0.25,-0.01,0.02,0.02,3.61,3.95,6.00,6.80,6.80,6.80
20047916,41.31,4.88,0.44,-0.59,0.51,0.43,-0.25,0.68,0.68,0.01,-0.04,-0.11,-0.25,-0.25,-0.25,6.00,6.00,6.00,0.51,0.51,2.36
20048623,2.41,2.24,1.69,0.60,0.59,0.59,0.59,0.60,0.60,0.25,0.25,0.25,-0.25,-0.25,-0.25,3.53,3.48,4.06,6.80,6.80,6.80
20050006,4.25,7.07,2.09,0.51,0.55,0.43,0.62,0.60,0.68,0.23,0.25,0.19,0.09,0.15,0.09,2.68,2.30,4.14,0.51,0.51,0.51
20050030,0.03,0.30,0.20,0.60,0.59,0.43,0.60,0.59,0.59,0.03,0.07,0.25,0.25,0.25,0.25,3.99,4.36,4.15,6.80,6.80,6.80
20050808,0.01,0.03,0.04,0.54,0.53,0.68,0.63,0.68,-0.68,-0.25,-0.25,0.00,-0.25,-0.25,0.02,0.85,0.70,0.50,0.65,0.63,6.80
20051233,1174.16,2.59,15.35,-0.59,0.67,-0.68,-0.60,0.60,-0.68,0.07,0.19,0.25,-0.24,0.12,0.25,6.00,0.50,0.50,0.51,0.51,0.51
20051294,0.21,0.36,0.04,0.57,0.57,0.41,0.68,0.68,0.68,-0.25,-0.25,-0.18,0.25,0.25,0.24,6.00,6.00,6.00,0.51,0.51,1.37
20051379,1.71,1.22,2.96,0.54,0.57,0.39,0.60,0.62,0.68,-0.16,-0.17,-0.16,0.25,0.25,0.25,5.42,1.82,4.63,1.26,0.77,0.51
20053499,1.95,7.74,1.00,0.68,-0.09,0.68,0.68,-0.09,0.68,0.05,0.06,-0.10,0.13,-0.14,-0.01,6.00,6.00,6.00,1.55,0.51,1.26
20054093,1.35,1.18,0.63,0.68,0.59,0.68,0.57,0.60,0.57,0.18,0.20,0.22,-0.25,-0.25,-0.25,4.34,3.66,3.41,6.80,6.80,6.80
20055927,15.67,10.22,0.83,0.59,0.68,0.65,0.59,0.68,0.68,-0.16,-0.03,0.01,0.25,0.25,0.25,4.86,6.00,6.00,6.80,1.16,4.09
20055971,0.23,0.70,1.12,0.68,0.68,0.08,0.65,0.63,-0.09,-0.03,-0.06,0.03,-0.11,-0.02,-0.08,6.00,6.00,6.00,0.81,0.75,0.51
20057732,7.66,4.46,2.92,0.68,0.68,0.61,0.63,0.63,0.62,0.03,0.08,0.06,0.25,0.25,0.25,5.87,6.00,6.00,0.51,0.51,0.51
20057823,4.20,2.51,0.92,0.68,0.68,0.68,0.60,0.60,0.68,-0.19,-0.21,-0.22,-0.25,-0.25,-0.25,6.00,6.00,4.28,6.78,6.78,6.80
20057940,7758.24,3.96,4717.94,-0.08,0.68,-0.08,-0.08,0.62,-0.08,-0.02,0.25,0.19,-0.25,-0.04,-0.25,6.00,6.00,6.00,0.51,0.51,0.51
20058037,5.68,3.30,3619.88,0.59,0.60,-0.09,0.60,0.60,-0.08,0.25,-0.25,0.25,-0.25,-0.25,-0.25,4.66,4.50,5.99,6.79,6.80,0.51
20059924,6.62,7.64,8.52,0.59,0.60,-0.09,0.59,0.59,-0.59,0.25,0.25,0.21,-0.23,-0.20,-0.09,4.33,5.75,6.00,6.80,6.80,0.51
20060583,1.04,1.58,1.59,0.56,0.51,0.43,0.68,0.68,0.68,0.20,0.17,0.22,0.04,0.07,0.08,1.43,2.65,3.88,0.67,0.67,0.51
20060752,0.15,0.12,0.13,0.55,0.46,0.08,0.68,0.68,0.68,0.17,-0.04,-0.25,-0.02,-0.10,-0.12,6.00,6.00,2.65,1.10,4.28,6.80
20061659,1.60,1.63,1.40,0.68,0.68,0.68,0.68,0.68,0.68,0.25,0.25,0.25,-0.05,0.09,0.21,3.84,3.98,4.65,6.80,6.80,6.80
20061697,1.26,9.52,1.14,0.61,0.60,0.56,0.61,0.60,0.68,0.01,0.05,-0.25,0.25,0.25,0.25,6.00,6.00,6.00,0.51,0.51,0.510
20002518,0.16,2.20,0.25,0.59,0.61,0.51,0.64,0.64,0.68,-0.06,-0.05,-0.07,-0.07,-0.07,-0.09,0.50,0.50,0.50,0.76,0.74,0.76
20006482,4.63,3.32,6.95,0.64,0.66,-0.08,0.68,0.68,-0.08,-0.08,-0.09,-0.25,0.02,0.02,0.04,2.42,1.21,6.00,0.94,0.85,0.51
20006575,3.10,5.29,0.79,0.63,0.64,0.50,0.55,0.55,0.67,-0.25,-0.25,-0.25,-0.18,-0.16,-0.18,2.07,1.89,2.97,1.16,1.25,1.90
20008103,0.01,0.29,0.10,0.63,0.61,0.55,0.68,0.67,0.68,-0.19,-0.25,-0.25,-0.05,0.14,0.25,6.00,6.00,6.00,0.51,0.51,0.51
20008411,0.57,1.75,0.73,0.68,0.68,0.68,0.68,0.68,0.68,-0.25,-0.25,-0.15,-0.25,-0.25,-0.25,0.50,0.50,6.00,1.05,1.06,4.36
20008687,3.39,2.84,2.18,0.68,0.68,0.68,0.15,0.55,0.68,-0.20,-0.25,-0.21,-0.25,-0.25,-0.25,0.50,2.38,5.91,3.69,6.80,6.80
20009654,0.17,3.46,0.36,0.68,0.68,0.59,0.57,0.57,0.68,-0.22,-0.22,-0.22,0.13,0.16,0.05,6.00,6.00,6.00,1.18,1.38,4.78
20009984,17.63,14.53,1.73,0.67,0.67,0.54,0.68,0.66,0.68,0.23,0.25,0.25,-0.20,-0.25,-0.22,1.60,0.50,1.61,0.71,1.08,1.08
20010145,116.45,46.29,2.56,0.68,-0.09,0.50,-0.68,-0.68,0.68,0.25,-0.00,0.07,-0.25,0.00,0.25,0.50,0.50,1.94,0.59,6.80,1.32
20011826,5.59,2.53,2.20,0.68,0.68,0.68,0.68,0.68,0.68,0.20,0.20,0.23,-0.25,-0.25,-0.25,6.00,5.16,6.00,2.43,6.80,4.67
20014640,12.11,51.69,2.80,0.68,0.68,0.62,0.68,0.68,0.68,-0.25,-0.25,-0.25,-0.20,-0.19,-0.18,1.37,1.31,1.44,1.14,1.18,1.30
20014740,41.49,43.94,6.19,0.67,0.68,0.56,0.68,0.68,0.68,-0.25,-0.25,-0.25,-0.04,-0.03,-0.03,1.29,0.70,0.69,0.95,1.11,1.22
20014924,0.01,0.05,0.01,0.68,0.67,0.60,0.62,0.63,0.68,0.12,0.16,0.08,-0.25,-0.25,-0.25,6.00,6.00,6.00,3.66,2.42,3.84
20015294,4.59,2.38,0.49,0.68,0.68,0.68,0.68,0.68,-0.68,-0.08,-0.17,-0.25,0.25,0.25,0.11,1.92,2.94,0.50,2.28,6.80,4.99
20015688,9.91,14.32,0.95,0.68,0.68,0.68,0.68,0.68,0.68,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.66,0.65,0.50,1.20,1.27,1.39
20016939,0.71,6.24,1.41,0.67,0.68,0.49,0.68,0.68,0.68,0.08,0.10,0.07,0.12,0.16,0.08,6.00,6.00,6.00,0.99,1.13,5.57
